-1.985995990625793184e-01,-1.731711938824966324e-01,-9.214169577612988174e-03,1.299776578098225770e-02,1.833931336220773894e-02,-1.571305246810406064e-02
-1.886812650272721159e-01,-1.379641735563195692e-01,-1.166750402396829998e-02,-2.867190405158774515e-03,1.915876767969018407e-03,1.469368835179368782e-02
-1.420796431699659912e-01,-1.430041535768367678e-01,2.526312594078262974e-02,-1.490312135330220007e-02,1.613443337400688330e-03,-1.791771285211246623e-02
-1.263308598423751317e-01,-1.382335280676335043e-01,-1.661158017802809653e-02,9.113464887217440080e-03,-8.944697018945268682e-03,1.301923555316514269e-02
-1.073795804935599590e-01,-1.271189373836319192e-01,-1.256599257447563178e-02,-3.846732420762449031e-03,-9.232157809820201733e-03,8.206362497609753781e-03
-1.396367799817437305e-01,-1.031524454400400276e-01,2.399221201731655331e-02,-3.808429193825877551e-02,1.320017612848886981e-02,3.567615169867505154e-03
-1.259605788317138264e-01,-1.169744480501810346e-01,6.646098835185648528e-03,-3.489597489591313856e-02,4.731389408858482568e-03,3.562388095881274808e-02
-1.096728310727652783e-01,-1.104453919134526230e-01,1.126162318785969840e-02,-3.555983222848136619e-03,-8.117576692701279628e-03,-2.647299264709829236e-03
-1.146509299075459676e-01,-9.862567855004478190e-02,-1.847361952736866018e-03,1.908940684487150236e-02,-3.061342664523815718e-02,1.002853631481726016e-02
-1.046660557048555290e-01,-1.009235645541988469e-01,-2.991938540374171600e-03,-4.282578695044592619e-03,1.662648199251604703e-02,-1.458699447537778471e-02
-1.063117054910534681e-01,-1.004666277598826457e-01,-8.485208893733220403e-03,5.453941164802444605e-03,-7.367502067042030513e-03,1.149892101806185285e-02
-1.073288809461100668e-01,-9.327351665805766467e-02,-2.953134595825330534e-03,2.586687237219185108e-03,-3.977031627225255904e-03,3.869252992342697706e-03
-1.101061971232612513e-01,-7.651312572240377696e-02,-4.306558555808637223e-03,-1.228015512357135504e-03,3.401705020425445716e-04,-5.126369465726976493e-03
-8.615504048789088265e-02,-1.120464537530444088e-01,-1.022061254306560292e-03,4.108524010366004613e-03,1.028956111974298898e-02,-8.371168368605408361e-03
-9.990587247943069626e-02,-9.256976249587482719e-02,-1.196379967682257954e-02,2.144454659053338010e-03,7.900622428091469765e-03,4.627507422168414264e-03
-9.797843989783237839e-02,-8.653066616883947626e-02,-2.828048300141918370e-03,-5.268692723557078135e-03,3.980574833421706392e-03,2.004815062089215782e-03
-8.651135113884152184e-02,-8.907361972363793401e-02,5.725645627594287863e-03,-2.820094115086415644e-03,4.016497679059762363e-03,-1.504050194712083788e-02
-9.570549157875160584e-02,-1.027630427190781293e-01,1.248164467877446032e-02,-1.319743792200632135e-02,5.782267292939812821e-03,1.239217052336863412e-02
-9.562732367360153585e-02,-8.118485531368169195e-02,7.841813705327336029e-03,1.075166910541896018e-02,5.753951356109341005e-03,-2.605717971267679234e-02
